oai_id,title,description,subject,creator,date,type,format,language,publisher,rights,source,relation,coverage,portal_url
info:ark/67531/metapth2787,[Photograph of the Wood Family],"Photograph of a couple and two girls and one boy in front of an automobile near the Goin Tourist Cabins at 2804 N. Elm Street in Denton, Texas. A building in the background is labeled ""Goin"". The family are identified as Linda, June, James, Lola Mae and Giles Wood.","Wood, Lola Mae | Wood, Giles | Wood, James | Wood, June | Wood, Linda | Business, Economics and Finance - Transportation - Automobiles | People - Family Groups",,[1944..1946],Photograph,1 photograph : b&w,English,,Public,,,"United States - Texas - Denton County - Denton | Into Modern Times, 1939-Present | 1944/1946",https://texashistory.unt.edu/ark:/67531/metapth2787/
info:ark/67531/metapth2788,[Photograph of Joe G. Powledge],Photograph of Joe G. Powledge holding some paper in his hands. Buildings and bushes are visible in the background.,"Powledge, Joe G. | photographs | People - Individuals | Places - United States - Texas - Denton County - Aubrey",,[1920..1924],Photograph,1 photograph : b&w,English,,Public,,,"United States - Texas - Denton County - Aubrey | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1920/1924",https://texashistory.unt.edu/ark:/67531/metapth2788/
info:ark/67531/metapth2789,[Aubrey School Classes],"Photograph of a group of boys, girls, and adults posed in front of a brick school building.",Places - United States - Texas - Denton County - Aubrey | Architecture - Buildings | Education - Schools - Classes,,[1905..1906],Photograph,1 photograph : b&w,English,,Public,,,"United States - Texas - Denton County - Aubrey | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1905/1906",https://texashistory.unt.edu/ark:/67531/metapth2789/
info:ark/67531/metapth2790,"[Jim Goin in Powledge Store, January 17, 1918]","Photograph of three men and a boy posing in a store containing a variety of products displayed on shelves, in glass-topped display cases, and hanging from railings. Jim Goin stands behind the counter wearing a tie.","Architecture - Buildings | Powledge Store | Business, Economics and Finance - Stores | Places - United States - Texas - Denton County - Aubrey | Goin, James William",,1/17/1918,Photograph,1 photograph : b&w,English,,Public,,,"United States - Texas - Denton County - Aubrey | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1918-01-17",https://texashistory.unt.edu/ark:/67531/metapth2790/
info:ark/67531/metapth2791,[Weigh Station in Aubrey],Photograph of a small building on an unpaved street. The weigh station was on Main Street looking east to Powledge house and railroad. The depot is in the background.,Architecture - Buildings | weighing stations | Architecture,,,Photograph,1 photograph : b&w,English,,Public,,,"United States - Texas - Denton County - Aubrey | New South, Populism, Progressivism, and the Great Depression, 1877-1939",https://texashistory.unt.edu/ark:/67531/metapth2791/
info:ark/67531/metapth2792,"[Downtown Aubrey, 1972]","Photograph of a wide angle view of downtown Aubrey, Texas, showing cars and pickup trucks parked in front of Gordon's; Jackie's Hardware; and Pettit's Dry Goods, Notions, Groceries, and Meats.","Business, Economics and Finance - Stores | Places - United States - Texas - Denton County - Aubrey | Business, Economics and Finance - Transportation - Automobiles | Business, Economics and Finance - Transportation - Trucks | Places - United States - Texas - Denton County","Harmon, Joyce",1972,Photograph,1 photograph : b&w,English,,Public,,,"United States - Texas - Denton County - Aubrey | Into Modern Times, 1939-Present | 1972",https://texashistory.unt.edu/ark:/67531/metapth2792/
info:ark/67531/metapth2793,[Funeral Notice of Jim Goin],"Funeral memento for James William Goin (1897-1978). Services were held October 4, 1978 in Denton, Texas at the Schmitz-Floyd-Hamlet Chapel. Interment was at Belew Cemetery in Aubrey, Texas.","Social Life and Customs - Customs - Funerals | invitations | mementos | memorials | services | Goin, James William",,10/4/1978,Letter,[2] p.,English,Schmitz-Floyd-Hamlett Funeral Home,Public,,,"United States - Texas - Denton County - Aubrey | Into Modern Times, 1939-Present | 1978-10-04",https://texashistory.unt.edu/ark:/67531/metapth2793/
info:ark/67531/metapth2794,[Eliza Wood Williams as a Teenager],"Portrait of a young woman, Eliza Wood Williams, wearing a dark suit with a high, ruffled lace collar. Eliza Wood Williams was Bouncer Goin's paternal grandmother.","portraits | Williams, Eliza Wood | People - Individuals",,,Photograph,1 tintype : b&w ; 13 x 18 cm.,English,,Public,,,"United States - Texas - Denton County - Aubrey | New South, Populism, Progressivism, and the Great Depression, 1877-1939",https://texashistory.unt.edu/ark:/67531/metapth2794/
info:ark/67531/metapth2407,"Journey through Texas, or, A saddle-trip on the southwestern frontier : with a statistical appendix",The observations of Frederick Law Olmsted as he journeyed through Texas in the 1850s.,"Olmsted, Frederick Law, 1822-1903 | Social Life and Customs - Slavery | Texas -- Description and travel | Places - United States - Texas","Olmsted, Frederick Law",1857-01-01,Book,Text,English,"Dix, Edwards & Co.",,,,"The Texas Frontier, 1846-1861",https://texashistory.unt.edu/ark:/67531/metapth2407/
info:ark/67531/metapth2408,"Life of General Houston, 1793-1863",Biography of Sam Houston.,"Houston, Sam, 1793-1863. | People - Individuals - Sam Houston","Bruce, Henry",1891,Book,Text,English,"Dodd, Mead and Compnay",,,,1793/1863,https://texashistory.unt.edu/ark:/67531/metapth2408/
info:ark/67531/metapth2409,Massacre on the Nueces River; story of a Civil War tragedy.,"Account of the battle from two participants, Williams on the Confederate side and Sansom with the Union.","Texas -- History -- Civil War, 1861-1865 | Military and War - Wars - Civil War","Williams, R. H. | Sansom, John W.",,Book,Text,English,Frontier Times Pub.,,,,1862-08-10,https://texashistory.unt.edu/ark:/67531/metapth2409/
info:ark/67531/metapth2420,Spanish dominions in North America,"A map of the southern United States, Central America, and part of the Gulf of Mexico. All of the marked spots on the map are Spanish dominions.",North America -- Maps. | New Spain -- Maps. | Landscape and Nature - Geography and Maps,"Arrowsmith, Aron",1812,Map,1 map ; 20 x 24 cm.,English,Thomas & Andrews,Public,,,"United States - Texas | Mexico | Spanish Texas, 1690-1821 | 1812",https://texashistory.unt.edu/ark:/67531/metapth2420/
info:ark/67531/metapth2421,New map of Texas : with the contiguous American & Mexican states / by J. H. Young.,"Entered according to Act of Congress in the year 1835. Insets: Land grants, Remarks on Texas, Rivers of Texas.",Land grants -- Texas. | Landscape and Nature - Geography and Maps,"Young, James Hamilton",1836,Map,1 map : hand col. ; 33 x 40 cm.,English,S. Augustus Mitchell,Public,,,"United States - Texas | The Texas Revolution, 1835-1836 | 1836",https://texashistory.unt.edu/ark:/67531/metapth2421/
info:ark/67531/metapth2422,America noviter delineata,Map of North and South America showing political boundaries and place names. Includes inset of Greenland and illustrations of ships and sea monsters.,America -- Maps -- Early works to 1800. | Landscape and Nature - Geography and Maps,"Merian, Matthaeus",1633,Map,1 map : hand colored ; 28 x 36 cm. Relief shown pictorially.,Latin,,Public,,,"United States | European Explorers in Texas, 1519-1689 | 1633",https://texashistory.unt.edu/ark:/67531/metapth2422/
info:ark/67531/metapth2423,"Map of the state of Coahuila and Texas / W. Hooker, sculpt.",A map focused on the states of Coahuila and Texas with a few surrounding states present in the map. Many of the territories and bodies of water are marked.,Texas -- Maps. | Mexico -- Maps. | Southwestern States -- Maps. | Landscape and Nature - Geography and Maps,"Hooker, William",1833~,Map,1 map : photocopy ; 25 x 32 cm.,English,,Public,,,"United States - Texas | Mexican Texas, 1821-1835 | 1833",https://texashistory.unt.edu/ark:/67531/metapth2423/
info:ark/67531/metapth2424,[Map of the Breakdown of Texas Land Grants],A color coded map of Texas from 1835. The map is color coded according to land grants and territories. Many Texas landmarks are present on the map.,Texas -- Maps. | Landscape and Nature - Geography and Maps | land grants,"Bradford, Thomas Gamaliel",1835,Map,1 map : color ; 19 x 26 cm.,English,American Stationer's Co.,Public,"Comprehensive atlas, geographical, historical & commercial.",,"United States - Texas | The Republic of Texas, 1836-1846 | 1835",https://texashistory.unt.edu/ark:/67531/metapth2424/
info:ark/67531/metapth2425,Texas,A color coded map of Texas from 1838. The map is color coded by land grants and colonies. Many landmarks are present on the map.,Texas -- Maps. | Landscape and Nature - Geography and Maps,"Bradford, Thomas Gamaliel",1838,Map,1 map : col. ; 35 x 27 cm.,English,,Public,,,"Annexation, 1844-1846 | 1838",https://texashistory.unt.edu/ark:/67531/metapth2425/
info:ark/67531/metapth2426,Texas,"An 1838 map of Texas' landmarks, scattered cities, and land grants. Sub-territories are color coded on this map.",Texas -- Maps. | Landscape and Nature - Geography and Maps,"Bradford, T. G. (Thomas Gamaliel), 1802-1887",1838,Map,1 map : hand colored ; 35 x 28 cm.,English,,Public,,,"United States - Texas | 1838~ | The Republic of Texas, 1836-1846",https://texashistory.unt.edu/ark:/67531/metapth2426/
info:ark/67531/metapth2427,Texas.,A map of Texas landmarks and territories from 1844.,Texas -- Maps. | Landscape and Nature - Geography and Maps,"Morse, Sidney Edwards",1844,Map,1 map : hand colored ; 38 x 32 cm.,English,Sidney E. Morse and Samuel Breese,Public,,,"United States - Texas | Annexation, 1844-1846 | 1844",https://texashistory.unt.edu/ark:/67531/metapth2427/
info:ark/67531/metapth2428,[Map of South Texas Circa 1853],"An 1853 map of Texas territories, landmarks, and a few scattered cities. Along with the map is a document containing information about Texas and some information about the state of Tennessee.",Texas -- Maps. | Landscape and Nature - Geography and Maps | South Texas,,1853~,Map,1 map ; 13 x 20 cm.,English,"Phelps, Fanning & Co.",Public,Fanning's illustrated gazetteer of the United States.,,"United States - Texas | Annexation, 1844-1846 | 1853~",https://texashistory.unt.edu/ark:/67531/metapth2428/
info:ark/67531/metapth2429,Map of Texas: From the Most Recent Authorities.,Texas north of Red River.,Landscape and Nature - Geography and Maps,"Young, James Hamilton",1845,Map,1 map : hand colored ; 29 x 34 cm.,English,C.S. Williams,Public,,,"United States - Texas | 1845~ | Annexation, 1844-1846 | northlimit=34.551811; eastlimit=-93.328490; southlimit=25.473033; westlimit=-105.193724;",https://texashistory.unt.edu/ark:/67531/metapth2429/
info:ark/67531/metapth2430,"[Map of Mexico, California and Texas in 1851]","Relief shown by hachures. Includes illustrations of people washing gold, Mexican peasants and the ruins at Uxmal, Yucatan. There are colorful borders around each of the different states within the Mexican border.",Texas -- Maps. | Mexico -- Maps. | Southwestern States -- Maps. | Landscape and Nature - Geography and Maps,"Martin, Robert Montgomery",1851,Map,1 map : hand col. ; 22 x 30 cm.,English,J. & F. Tallis,Public,,,"United States - Texas | The Texas Frontier, 1846-1861 | Mexico | United States - California | United States - Texas | The Texas Frontier, 1846-1861",https://texashistory.unt.edu/ark:/67531/metapth2430/
info:ark/67531/metapth2432,"Texas, part of New Mexico &c.",Map of Texas from 1856 documenting many landmarks and territories as well as Texas cities and counties.,Texas -- Maps. | New Mexico -- Maps. | Landscape and Nature - Geography and Maps,"Bartholomew, John, 1831-1893",1856,Map,1 map : hand colored ; 28 x 36 cm.,English,A. and C. Black,Public,,,"United States - Texas | United States - New Mexico | The Texas Frontier, 1846-1861 | 1856 | northlimit=35.500000; eastlimit=-93.000000; southlimit=25.742985; westlimit=-107.000000;",https://texashistory.unt.edu/ark:/67531/metapth2432/
info:ark/67531/metapth2431,Texas.,A color coded map of Texas from 1856. The map is color coded by county. Many Texas cities and landmarks are present on the map.,Texas -- Maps. | Landscape and Nature - Geography and Maps,"Morse, Sidney Edwards",1856,Map,1 map : hand colored ; 34 x 30 cm.,English,,Public,,,"United States - Texas | The Texas Frontier, 1846-1861 | 1856",https://texashistory.unt.edu/ark:/67531/metapth2431/
info:ark/67531/metapth2433,"[Map of Texas, Part of Mexico and the United States]","An 1850 map of Texas, it contains many Texas landmarks. The map shows the route of the first Santa Fé Expedition; drawn and engraved by W. Kemble.","Mexico -- Maps. | Texas -- Maps. | Texan Santa Fé expedition, 1841 -- Maps. | United States -- Maps. | Landscape and Nature - Geography and Maps","Kemble, W.",1850,Map,1 map : b&w ; 40 x 30 cm.,English,Harper,,"Narrative of the Texan Santa Fé expedition / by Geo. Wilkins Kendall. 6th ed. New York : Harper, 1850.",,"United States - Texas | The Texas Frontier, 1846-1861 | 1850",https://texashistory.unt.edu/ark:/67531/metapth2433/
info:ark/67531/metapth2434,Map of the State of Texas: from the Latest Authorities,"Map of the state of Texas, with counties outlined and colored in the eastern half of the state. It includes labels for major cities, railway lines, and geographic features, with relief shown by hachures. The northern portion of the Texas panhandle is marked in an inset in the upper-left corner of the sheet. A second inset in the lower-left corner provides detailed views of the city of Galveston and the surrounding area. Text above the inset describes the railroads in Texas, El Llano Estacado, the Rio Grande, the Grand Indian Crossing, and the population of Texas according to the census of 1850.",Texas -- Maps. | Landscape and Nature - Geography and Maps,"Young, J. H. (James Hamilton)",1852,Map,"1 map : hand col. ; 36 x 37 cm., on sheet 35 x 44 cm.",English,"Thomas, Cowperthwait & Co.",Public,,,"United States - Texas | northlimit=35; eastlimit=-93.445312; southlimit=25.932359; westlimit=-106.848633; | The Texas Landscape | The Texas Frontier, 1846-1861 | 1852/1853",https://texashistory.unt.edu/ark:/67531/metapth2434/
info:ark/67531/metapth2435,Texas.,A map of Texas from 1852 with county boundaries marked. Many Texas cities and landmarks appear on the map as well.,Texas -- Maps. | Landscape and Nature - Geography and Maps,"Smith, Roswell Chamberlain",1852,Map,1 map : hand colored ; 25 x 22 cm.,English,S.F. Baker,Public,,,"United States - Texas | The Texas Frontier, 1846-1861 | 1852",https://texashistory.unt.edu/ark:/67531/metapth2435/
info:ark/67531/metapth2436,[Map of the State of Texas in 1852],"Map of the state of Texas in 1852, it shows the eastern towns and the geographical features in the western portions of the state. It is engraved to illustrate Mitchell's school and family geography - engraved by J.H. Young. Inset: Map of the vicinity of Galveston City.",Texas -- Maps. | Landscape and Nature - Geography and Maps,"Young, J. H. (James Hamilton)",1852,Map,1 map : hand col. ; 26 x 26 cm.,English,S. A. Mitchell,Public,,,"United States - Texas | The Texas Frontier, 1846-1861 | 1852",https://texashistory.unt.edu/ark:/67531/metapth2436/
info:ark/67531/metapth2437,Texas.,Insets: Plan of Galveston Bay -- Plan of Sabine Lake. A color coded map of Texas from 1855. The map is color coded by county.,Texas -- Maps. | Landscape and Nature - Geography and Maps,J.H. Colton & Co.,1855,Map,1 map : hand colored ; 32 x 36 cm.,English,J. H. Colton and Co.,Public,,,"United States - Texas | The Texas Frontier, 1846-1861 | 1855",https://texashistory.unt.edu/ark:/67531/metapth2437/
info:ark/67531/metapth2438,Texas.,Insets: Plan of Galveston Bay -- Plan of Sabine Lake. A color coded map of Texas from 1855. The map is color coded by county.,Texas -- Maps. | Landscape and Nature - Geography and Maps,J.H. Colton & Co.,1855,Map,1 map : hand col. ; 32 x 36 cm.,English,J.H. Colton & Co.,Public,,,"United States - Texas | The Texas Frontier, 1846-1861 | 1855",https://texashistory.unt.edu/ark:/67531/metapth2438/
info:ark/67531/metapth2439,[Map of Northern Texas],A color coded map of Texas from 1873; the map is color coded by county.,Texas -- Maps. | Landscape and Nature - Geography and Maps,"Gray, Ormando Willis",1873,Map,1 map : color ; 34 x 44 cm.,English,"Stedman, Brown & Lyon",Public,"Atlas of the United States, with general maps of the world.",,"United States - Texas | Civil War and Reconstruction, 1861-1876 | 1873",https://texashistory.unt.edu/ark:/67531/metapth2439/
info:ark/67531/metapth2440,"Map of the Missouri, Kansas and Texas Railway.",Includes train schedule and advertisements.,"Missouri, Kansas and Texas Railway -- Maps. | Railroads -- United States -- Maps. | Landscape and Nature - Geography and Maps",Rand McNally and Company,1877~,Map,1 map : color ; 39 x 49 cm. folded to 21 x 10 cm.,English,Rand McNally and Company,Public,,,"United States - Texas | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1877",https://texashistory.unt.edu/ark:/67531/metapth2440/
info:ark/67531/metapth2441,North America.,A map of the entire North American continent. The map is color coordinated by countries and territories. Many of the North American landmarks and cities are present on this map.,North America -- Maps. | Landscape and Nature - Geography and Maps,"Tanner, Henry Schenck",1836,Map,1 map : hand col. ; 36 x 32 cm.,English,H. S. Tanner,,,,"North America | The Texas Revolution, 1835-1836 | 1836",https://texashistory.unt.edu/ark:/67531/metapth2441/
info:ark/67531/metapth2442,Carte de la Côte N.O. de l'Amérique et de la Côte N.E. de l'Asie reconnues en 1778 et 1779,"Shows the Northwest coast of North America as explored on Cook's third voyage. Included are the opposite coast of Asia, Cook's path, and his readings. Relief shown pictorially. Inset: Plan de l'Entrée de Nootka.","Cook, James, 1728 - 1779 -- Journeys. | Pacific Coast (North America) -- Discovery and exploration -- Maps. | Landscape and Nature - Geography and Maps","Bonne, Rigobert",1780/1788,Map,1 map : b&w ; 23 x 34 cm.,English,,Public,,,"North America | United States - Alaska | East & Southeast Asia | The Texas Landscape | Annexation, 1844-1846 | 1780/1788",https://texashistory.unt.edu/ark:/67531/metapth2442/
info:ark/67531/metapth2443,A new map of Texas.,"Boundaries of Texas. Political, Conventional, and Natural. Relief shown pictorially.",Texas -- Maps. | Landscape and Nature - Geography and Maps,Day | Haghe,1841,Map,1 map : color ; 46 x 41 cm.,English,,Public,,,"United States - Texas | Annexation, 1844-1846 | 1841",https://texashistory.unt.edu/ark:/67531/metapth2443/
info:ark/67531/metapth2412,Cattle Ranges of the Southwest,This book contains information about the use and condition of Texas pastures contemporary with the book. It also gives information about the obstacles in the way of renewing the cattle ranges and how the cattle ranges could possibly be renewed.,Rangelands | Pastures | Grasses | Agriculture - Ranching,"Bentley, H. L. (Henry Lewis)",1898,Pamphlet,32 p. : illus. ; 23 cm.,English,United States. Government Printing Office.,Public Domain,,,United States - Texas | 1898,https://texashistory.unt.edu/ark:/67531/metapth2412/
info:ark/67531/metapth2413,Texas Legal Directory For 1876-77,"Directory contains lists of officers of the U.S. Government, officers of the Texas Legislative, Executive, and Judicial Departments, county officers, state lawyers, Texas counties, banks, post offices, and revised rules of the Supreme Court.",Lawyers -- Texas -- Directories. | Government and Law - Elected Officials | Government and Law - County Courthouses | Government and Law - Texas Laws and Regulations | legal directories,"Bentley, Henry Lewis",1877,Book,110 p.,English,"Austin, Texas, Democratic Statesman Office",Public,,,"United States - Texas | 1877 | New South, Populism, Progressivism, and the Great Depression, 1877-1939",https://texashistory.unt.edu/ark:/67531/metapth2413/
info:ark/67531/metapth2414,"The War in Texas; A Review of Facts and Circumstances, showing that this contest is a Crusade Against Mexico, set on foot by Slaveholders, Land Speculators, &c. In Order to Re-Establish, Extend, and Perpetuate the System of Slavery and the Slave Trade.","Opinion piece describing the history and reasons for the Texas Revolution, including the position that it was intended to support slavery in Texas.","Slavery -- United States -- Controversial literature -- 1837. | Texas -- History -- Revolution, 1835-1836. | Military and War - Wars - Texas Revolution | Social Life and Customs - Slavery","Lundy, Benjamin, 1789-1839",1837,Book,"64 p. : ill., map ; 24 cm.",English,Merrihew and Gunn,Public,,"The War in Texas; A Review of Facts and Circumstances, showing that this contest is a Crusade Against Mexico, set on foot by Slaveholders, Land Speculators, &c. In Order to Re-Establish, Extend, and Perpetuate the System of Slavery and the Slave Trade. [e-book], ark:/67531/metapth846107","United States - Texas | The Republic of Texas, 1836-1846 | 1820~/1837",https://texashistory.unt.edu/ark:/67531/metapth2414/
info:ark/67531/metapth2415,"Speech of Hon. Wm. Lowndes Yancey, of Alabama, on the annexation of Texas to the United States, delivered in the House of Representatives, Jan. 7, 1845.","A passionate speech supporting the annexation of Texas, given to the House of Representatives.",Texas -- Annexation to the United States. | Government and Law - Politics - Speeches,"Yancey, William Lowndes",1845,Book,14 p. 22 cm.,English,"Harris & Heart, ""Constitution"" Office",,,,"United States - Texas | Annexation, 1844-1846 | 1845-01-07",https://texashistory.unt.edu/ark:/67531/metapth2415/
info:ark/67531/metapth2416,The Constitution of the state of Texas.,A copy of the Texas state constitution from 1850.,Texas. Constitution (1845) | Printed books -- 19th century -- United States -- Texas -- Austin -- Specimens. | local | Government and Law - Constitutions,Texas,1850,Book,29 p. ; 22 cm.,English,,,,,"United States - Texas | Annexation, 1844-1846 | 1850",https://texashistory.unt.edu/ark:/67531/metapth2416/
info:ark/67531/metapth2418,Life of J. W. Holston,"Handwritten manuscript by John Willis Holston. Chronicles his family's journey to Texas from Mississippi in 1869. Includes stories from his days as a cowboy on a cattle drive, and his two year service as a Texas Ranger.",John Willis Holston | Texas Rangers. | Frontier and pioneer life -- Texas. | Cattle drives -- Texas -- History. | Government and Law - Law Enforcement - Texas Rangers | Agriculture - Ranching - Cattle Trails,"Holston, John Willis",1930~,Book,Text,English,,Public,,,United States - Texas,https://texashistory.unt.edu/ark:/67531/metapth2418/
info:ark/67531/metapth2419,Texas Navy,"A survey of the Texas Navy during the Texas Revolution and the Republic Era. Includes maps, sketches, a list of ships of the Texas Navy, and a chronology. Also includes photographs of 20th century U.S. Navy ships named after Texans or Texas locations.","Texas -- History, Naval. | ships | Texas -- History -- Republic, 1836-1846. | independence | Military and War - Wars - Texas Revolution | battleships | schooners | naval vessels | Nimitz | Military and War - Transportation - Ships",U.S. Navy Department. Naval History Division.,1/1/1968,Book,Text,English,United States. Government Printing Office.,Public Domain,,,1835/1968,https://texashistory.unt.edu/ark:/67531/metapth2419/
info:ark/67531/metapth2496,"Letter to Colonel Thomas White, 29 March 1866","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1866-03-29,Letter,Text,English,,,,,"United States - Texas - Harris County | Civil War and Reconstruction, 1861-1876 | 1866-03-29",https://texashistory.unt.edu/ark:/67531/metapth2496/
info:ark/67531/metapth2593,"Letter to Mary Jones's sons, 3 April [1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-04-03,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | Civil War and Reconstruction, 1861-1876 | 1869-04-03",https://texashistory.unt.edu/ark:/67531/metapth2593/
info:ark/67531/metapth2592,"Letter to Cromwell Anson Jones, 8 April [1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-04-08,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | Civil War and Reconstruction, 1861-1876 | 1869-04-08",https://texashistory.unt.edu/ark:/67531/metapth2592/
info:ark/67531/metapth2591,"Letter to Cromwell Anson Jones, 18 May 1869","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-05-18,Letter,Text,English,,,,,"United States - Texas - Galveston County | Civil War and Reconstruction, 1861-1876 | 1869-05-18",https://texashistory.unt.edu/ark:/67531/metapth2591/
info:ark/67531/metapth2590,"Letter to Cromwell Anson Jones, 11 July 1869","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-07-11,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-07-11",https://texashistory.unt.edu/ark:/67531/metapth2590/
info:ark/67531/metapth2589,"Letter to Cromwell Anson Jones, 18 July [1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-07-18,Letter,Text,English,,,,,"United States - Texas - Galveston County | Civil War and Reconstruction, 1861-1876 | 1869-07-18",https://texashistory.unt.edu/ark:/67531/metapth2589/
info:ark/67531/metapth2588,"Letter to Cromwell Anson Jones, 19 July [1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-07-19,Letter,Text,English,,,,,"United States - Texas - Galveston County | Civil War and Reconstruction, 1861-1876 | 1869-07-19",https://texashistory.unt.edu/ark:/67531/metapth2588/
info:ark/67531/metapth2587,"Letter to Cromwell Anson Jones, 23 July 1869","Letter to Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-07-23,Letter,Text,English,,,,,"United States - Texas - Galveston County | Civil War and Reconstruction, 1861-1876 | 1869-07-23",https://texashistory.unt.edu/ark:/67531/metapth2587/
info:ark/67531/metapth2586,"Letter to Cromwell Anson Jones, 29 July 1869","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-07-29,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-07-29",https://texashistory.unt.edu/ark:/67531/metapth2586/
info:ark/67531/metapth2585,"Letter to Cromwell Anson Jones, 13 August 1869","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-08-13,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-08-13",https://texashistory.unt.edu/ark:/67531/metapth2585/
info:ark/67531/metapth2584,"Letter to Cromwell Anson Jones, 5 September 1869","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-09-05,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-09-05",https://texashistory.unt.edu/ark:/67531/metapth2584/
info:ark/67531/metapth2583,"Letter to Cromwell Anson Jones, [3 October 1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-10-03,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-10-03",https://texashistory.unt.edu/ark:/67531/metapth2583/
info:ark/67531/metapth2582,"Letter to Cromwell Anson Jones, [17 October 1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-10-17,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-10-17",https://texashistory.unt.edu/ark:/67531/metapth2582/
info:ark/67531/metapth2581,"Letter to Cromwell Anson Jones, [24 October 1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-10-24,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-10-24",https://texashistory.unt.edu/ark:/67531/metapth2581/
info:ark/67531/metapth2580,"Letter to Cromwell Anson Jones, [7 November 1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-11-07,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-11-07",https://texashistory.unt.edu/ark:/67531/metapth2580/
info:ark/67531/metapth2579,"Letter to Cromwell Anson Jones, [22 November 1869]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1869-11-22,Letter,Text,English,,,,,"Civil War and Reconstruction, 1861-1876 | 1869-11-22",https://texashistory.unt.edu/ark:/67531/metapth2579/
